,user_id,date,device,sex,user_type
75,727796,2015-03-26,Desktop,Male,New
76,167038,2015-04-13,Mobile,Male,Returning
77,94187,2015-04-30,Desktop,Male,New
78,985123,2015-04-13,Mobile,Female,New
79,965822,2015-02-19,Desktop,Female,New
80,999441,2015-02-06,Mobile,Male,New
81,872473,2015-01-26,Desktop,Male,New
82,476955,2015-03-23,Mobile,Female,New
83,384199,2015-03-24,Desktop,Male,New
84,388103,2015-03-30,Desktop,Female,New
85,407805,2015-03-18,Desktop,Female,New
86,779585,2015-02-08,Mobile,Male,Returning
87,958443,2015-01-31,Desktop,Male,Returning
88,846115,2015-03-12,Mobile,Female,New
89,647067,2015-03-05,Mobile,Male,Returning
90,210950,2015-01-15,Desktop,Male,New
91,178373,2015-04-30,Desktop,Male,New
92,67626,2015-03-22,Desktop,Male,New
93,355552,2015-03-22,Desktop,Female,New
94,795169,2015-03-26,Mobile,Female,New
95,552008,2015-04-19,Mobile,Male,New
96,874797,2015-01-26,Desktop,Female,Returning
97,336186,2015-02-20,Desktop,Male,New
98,449714,2015-01-28,Mobile,Male,New
99,635882,2015-02-22,Desktop,Female,Returning
100,648838,2015-02-27,Mobile,Female,Returning
101,920130,2015-04-03,Desktop,Male,New
102,853085,2015-01-09,Desktop,Male,Returning
103,141250,2015-03-20,Desktop,Male,Returning
104,155756,2015-01-14,Mobile,Male,Returning
105,435742,2015-02-01,Mobile,Female,New
106,179518,2015-01-05,Desktop,Female,New
107,83581,2015-01-30,Desktop,Male,Returning
108,801991,2015-01-04,Desktop,Female,New
109,637254,2015-01-09,Desktop,Male,New
110,324784,2015-04-04,Mobile,Male,New
111,587563,2015-01-17,Desktop,Male,Returning
112,797730,2015-03-20,Desktop,Male,New
113,239133,2015-04-24,Desktop,Male,New
114,821176,2015-01-30,Desktop,Female,New
115,193027,2015-04-03,Desktop,Female,New
116,524052,2015-03-12,Desktop,Female,Returning
117,782646,2015-04-06,Mobile,Female,Returning
118,707617,2015-02-20,Mobile,Male,Returning
119,26481,2015-03-14,Desktop,Female,New
120,263024,2015-04-27,Desktop,Female,Returning
121,468189,2015-01-01,Mobile,Male,New
122,424187,2015-01-13,Desktop,Male,Returning
123,697998,2015-01-13,Desktop,Male,Returning
124,226861,2015-02-08,Mobile,Female,New
125,106038,2015-01-07,Desktop,Male,New
126,140864,2015-01-19,Mobile,Male,New
127,996089,2015-03-16,Desktop,Male,Returning
128,581208,2015-01-02,Desktop,Male,New
129,592297,2015-04-26,Desktop,Female,Returning
130,88600,2015-04-19,Desktop,Male,New
131,428198,2015-02-23,Desktop,Male,New
132,671415,2015-03-21,Mobile,Male,Returning
133,970783,2015-03-27,Desktop,Female,New
134,212557,2015-04-19,Desktop,Female,New
135,681538,2015-02-08,Desktop,Female,New
136,717441,2015-01-30,Mobile,Female,New
137,112814,2015-04-09,Mobile,Male,Returning
138,95108,2015-01-29,Desktop,Female,Returning
139,158455,2015-04-25,Desktop,Male,Returning
140,294234,2015-03-16,Mobile,Male,New
141,251157,2015-03-10,Desktop,Male,Returning
142,947971,2015-03-08,Desktop,Female,New
143,26348,2015-01-27,Desktop,Male,Returning
144,931071,2015-03-16,Mobile,Male,Returning
145,416753,2015-03-03,Desktop,Male,New
146,560881,2015-03-06,Desktop,Male,Returning
147,914566,2015-04-01,Desktop,Female,New
148,624314,2015-04-07,Desktop,Male,Returning
149,261175,2015-04-18,Mobile,Female,New
150,469756,2015-01-24,Desktop,Female,Returning
151,325655,2015-02-19,Mobile,Male,New
152,780988,2015-04-03,Desktop,Male,Returning
153,873311,2015-01-19,Mobile,Female,Returning
154,485948,2015-03-03,Mobile,Male,New
155,846486,2015-02-04,Desktop,Female,New
156,759991,2015-02-10,Desktop,Male,Returning
157,260665,2015-04-02,Mobile,Female,Returning
158,137037,2015-04-11,Desktop,Male,Returning
159,481376,2015-03-29,Mobile,Male,New
160,126569,2015-02-24,Desktop,Male,New
161,579677,2015-03-26,Mobile,Female,New
162,957293,2015-04-16,Desktop,Female,New
163,430295,2015-01-21,Mobile,Male,New
164,569491,2015-03-29,Desktop,Female,Returning
165,422726,2015-01-10,Desktop,Female,New
166,723540,2015-04-29,Desktop,Female,Returning
167,521442,2015-02-01,Mobile,Male,New
168,362111,2015-04-01,Desktop,Male,Returning
169,17329,2015-04-02,Desktop,Female,Returning
170,628199,2015-04-02,Mobile,Male,Returning
171,862101,2015-03-21,Desktop,Male,New
172,711742,2015-03-17,Desktop,Female,New
173,792150,2015-04-18,Desktop,Female,New
174,52348,2015-02-20,Mobile,Female,New
175,174311,2015-03-27,Desktop,Male,New
176,218289,2015-02-26,Desktop,Male,New
177,892708,2015-02-27,Mobile,Female,New
178,926378,2015-04-05,Desktop,Male,New
179,154247,2015-03-01,Desktop,Female,New
180,618376,2015-01-14,Mobile,Male,New
181,153398,2015-03-20,Mobile,Female,New
182,211834,2015-02-23,Desktop,Male,New
183,807280,2015-04-17,Mobile,Female,New
184,541702,2015-03-07,Desktop,Male,New
185,812904,2015-04-25,Desktop,Male,New
186,800490,2015-02-27,Mobile,Female,New
187,91251,2015-04-19,Desktop,Male,Returning
188,725835,2015-04-18,Desktop,Female,New
189,80921,2015-01-21,Desktop,Male,New
190,423478,2015-03-03,Mobile,Male,New
191,145498,2015-01-28,Mobile,Female,New
192,124672,2015-04-10,Desktop,Female,New
193,291840,2015-03-05,Desktop,Female,Returning
194,79105,2015-02-17,Desktop,Male,New
195,643460,2015-04-21,Desktop,Male,Returning
196,89968,2015-04-13,Desktop,Male,Returning
197,367090,2015-01-12,Desktop,Male,New
198,323678,2015-04-03,Desktop,Male,New
199,949671,2015-02-25,Mobile,Male,New
200,89464,2015-02-23,Mobile,Male,Returning
201,290391,2015-03-31,Mobile,Male,Returning
202,122651,2015-02-21,Desktop,Female,New
203,476508,2015-04-30,Desktop,Female,New
204,665984,2015-02-08,Mobile,Female,Returning
205,680460,2015-03-04,Desktop,Female,New
206,236586,2015-03-27,Desktop,Female,New
207,57108,2015-04-18,Desktop,Female,Returning
208,107888,2015-04-10,Desktop,Female,New
209,204170,2015-03-30,Desktop,Female,New
210,197117,2015-04-17,Desktop,Female,New
211,578008,2015-01-18,Desktop,Female,Returning
212,275484,2015-04-17,Desktop,Female,New
213,669237,2015-02-03,Desktop,Female,New
214,890176,2015-03-06,Desktop,Female,New
215,381241,2015-03-18,Mobile,Female,Returning
216,676989,2015-04-17,Desktop,Female,Returning
217,487368,2015-02-17,Desktop,Male,New
218,516375,2015-02-28,Desktop,Female,Returning
219,155766,2015-02-03,Desktop,Male,New
220,438980,2015-04-21,Mobile,Male,New
221,834664,2015-04-18,Desktop,Male,New
222,379453,2015-01-02,Desktop,Male,Returning
223,130249,2015-02-01,Desktop,Male,New
224,805888,2015-03-26,Desktop,Male,New
225,253420,2015-04-23,Mobile,Male,Returning
226,844399,2015-02-24,Desktop,Female,Returning
227,339785,2015-02-12,Mobile,Female,New
228,17533,2015-03-13,Desktop,Male,Returning
229,7371,2015-03-17,Desktop,Male,Returning
230,91631,2015-02-15,Desktop,Male,New
231,845493,2015-01-24,Mobile,Female,New
232,454000,2015-03-01,Mobile,Female,New
233,29134,2015-02-26,Desktop,Male,Returning
234,661568,2015-03-21,Desktop,Female,New
235,663684,2015-02-05,Mobile,Female,New
236,898375,2015-04-13,Desktop,Female,New
237,709847,2015-02-13,Desktop,Female,New
238,94009,2015-01-28,Mobile,Female,New
239,182763,2015-01-12,Desktop,Female,Returning
240,65594,2015-03-02,Desktop,Female,New
241,904505,2015-03-19,Desktop,Female,New
242,215864,2015-01-30,Desktop,Male,Returning
243,512615,2015-02-03,Mobile,Male,Returning
244,441149,2015-04-13,Desktop,Male,New
245,187957,2015-02-06,Desktop,Female,New
246,796149,2015-03-17,Desktop,Female,New
247,47219,2015-01-07,Desktop,Male,Returning
248,126069,2015-01-18,Desktop,Male,New
249,491650,2015-03-23,Desktop,Female,Returning
250,998063,2015-04-15,Desktop,Female,New
251,975403,2015-02-13,Mobile,Male,New
252,885532,2015-02-22,Desktop,Female,Returning
253,260528,2015-02-27,Desktop,Female,New
254,151208,2015-04-21,Desktop,Female,Returning
255,602831,2015-01-07,Desktop,Female,New
256,568481,2015-04-11,Mobile,Female,New
257,772976,2015-04-12,Mobile,Male,New
258,638861,2015-01-21,Desktop,Female,New
259,987443,2015-02-23,Desktop,Male,New
260,416339,2015-01-23,Desktop,Male,New
261,559850,2015-02-11,Mobile,Female,New
262,897418,2015-03-01,Desktop,Male,New
263,339931,2015-02-02,Desktop,Male,New
264,125185,2015-01-19,Mobile,Male,New
265,780090,2015-03-30,Desktop,Female,New
266,35826,2015-01-17,Desktop,Male,New
267,430068,2015-01-26,Mobile,Male,Returning
268,187512,2015-01-05,Mobile,Male,Returning
269,369484,2015-03-19,Desktop,Male,Returning
270,587936,2015-04-04,Mobile,Male,Returning
271,412728,2015-02-20,Desktop,Male,New
272,904376,2015-02-12,Mobile,Female,Returning
273,564780,2015-02-27,Desktop,Female,New
274,505376,2015-01-14,Desktop,Female,New
275,388175,2015-03-21,Mobile,Female,New
276,620270,2015-03-19,Desktop,Male,New
277,400068,2015-03-11,Desktop,Male,New
278,180565,2015-04-14,Mobile,Female,Returning
279,134685,2015-04-07,Desktop,Male,New
280,168356,2015-04-01,Desktop,Female,Returning
281,897602,2015-01-03,Desktop,Female,Returning
282,764380,2015-04-16,Desktop,Male,New
283,522493,2015-04-23,Mobile,Male,Returning
284,583695,2015-01-23,Mobile,Male,Returning
285,63946,2015-02-16,Mobile,Male,New
286,282317,2015-04-03,Desktop,Male,New
287,337953,2015-01-13,Desktop,Female,New
288,71082,2015-01-15,Mobile,Female,Returning
289,519200,2015-04-20,Desktop,Male,New
290,710795,2015-02-24,Desktop,Female,New
291,296440,2015-02-11,Desktop,Male,Returning
292,534254,2015-02-21,Mobile,Female,New
293,351524,2015-02-27,Desktop,Male,New
294,416069,2015-01-14,Mobile,Female,New
295,906664,2015-03-06,Desktop,Female,New
296,584150,2015-03-21,Mobile,Male,New
297,248849,2015-01-29,Mobile,Female,Returning
298,791103,2015-03-20,Desktop,Male,New
299,400664,2015-02-28,Desktop,Male,New
300,634177,2015-01-09,Mobile,Female,New
301,959511,2015-03-13,Desktop,Male,New
302,940933,2015-02-20,Desktop,Female,New
303,859497,2015-02-11,Desktop,Male,New
304,701429,2015-02-24,Desktop,Male,Returning
305,105857,2015-04-17,Desktop,Female,New
306,609743,2015-04-30,Desktop,Female,New
307,81323,2015-04-11,Mobile,Male,New
308,87410,2015-04-07,Mobile,Female,New
309,822245,2015-02-06,Desktop,Female,New
310,480688,2015-04-26,Desktop,Male,Returning
311,728916,2015-03-26,Desktop,Female,Returning
312,538099,2015-03-25,Desktop,Male,Returning
313,57070,2015-02-09,Desktop,Male,New
314,367111,2015-02-24,Mobile,Female,Returning
315,949100,2015-04-25,Desktop,Male,New
316,15922,2015-02-13,Desktop,Male,Returning
317,514406,2015-02-24,Desktop,Male,New
318,716221,2015-03-27,Desktop,Male,New
319,875754,2015-01-02,Desktop,Male,Returning
320,247338,2015-02-28,Desktop,Female,Returning
321,597065,2015-02-19,Mobile,Male,Returning
322,271761,2015-01-23,Desktop,Female,New
323,688968,2015-01-01,Desktop,Female,New
324,40731,2015-02-10,Desktop,Female,Returning
325,380900,2015-02-01,Desktop,Male,New
326,507386,2015-03-04,Desktop,Male,New
327,677741,2015-01-11,Desktop,Female,New
328,447223,2015-04-14,Desktop,Female,New
329,327144,2015-02-09,Desktop,Male,New
330,957973,2015-04-07,Desktop,Male,Returning
331,477136,2015-01-03,Desktop,Male,New
332,993531,2015-01-29,Desktop,Female,New
333,999507,2015-02-20,Desktop,Female,Returning
334,584100,2015-01-05,Mobile,Female,New
335,551851,2015-03-21,Desktop,Male,New
336,36012,2015-04-27,Desktop,Female,Returning
337,859780,2015-01-06,Desktop,Female,New
338,775459,2015-02-14,Desktop,Male,New
339,687314,2015-02-15,Desktop,Male,Returning
340,542486,2015-03-09,Desktop,Female,Returning
341,70757,2015-04-20,Mobile,Female,New
342,262555,2015-04-16,Mobile,Female,New
343,900857,2015-02-01,Mobile,Male,Returning
344,914694,2015-03-16,Desktop,Male,Returning
345,124631,2015-01-08,Desktop,Female,Returning
346,940828,2015-03-19,Desktop,Male,New
347,749782,2015-01-22,Desktop,Female,New
348,741013,2015-03-06,Mobile,Male,Returning
349,578809,2015-02-18,Desktop,Male,New
350,448767,2015-03-31,Desktop,Male,New
351,346529,2015-03-22,Desktop,Female,New
352,166765,2015-04-18,Desktop,Male,Returning
353,862143,2015-04-12,Desktop,Male,Returning
354,608519,2015-02-09,Mobile,Male,New
355,147272,2015-04-30,Desktop,Male,New
356,929015,2015-01-17,Desktop,Male,New
357,994645,2015-03-29,Mobile,Female,New
358,606024,2015-01-26,Mobile,Male,Returning
359,883661,2015-04-13,Desktop,Female,Returning
360,815731,2015-04-10,Desktop,Male,Returning
361,733096,2015-01-19,Desktop,Female,New
362,153859,2015-01-29,Mobile,Female,New
363,228647,2015-03-09,Desktop,Female,New
364,44103,2015-01-02,Desktop,Male,New
365,475643,2015-04-14,Mobile,Female,New
366,717378,2015-03-09,Mobile,Male,Returning
367,671383,2015-03-03,Desktop,Male,New
368,196473,2015-04-27,Desktop,Male,New
369,982752,2015-04-11,Desktop,Male,New
370,320235,2015-03-20,Mobile,Male,New
371,285882,2015-01-27,Mobile,Female,New
372,966856,2015-01-11,Desktop,Female,New
373,513780,2015-02-02,Desktop,Female,New
374,988493,2015-01-26,Mobile,Male,New
375,160100,2015-03-28,Mobile,Female,New
376,743071,2015-03-28,Desktop,Male,New
377,80975,2015-03-01,Desktop,Female,Returning
378,96374,2015-04-26,Desktop,Female,New
379,106104,2015-02-13,Mobile,Male,New
380,961481,2015-04-30,Desktop,Female,Returning
381,873276,2015-02-28,Desktop,Female,Returning
382,183849,2015-03-17,Mobile,Female,Returning
383,881429,2015-02-25,Desktop,Male,New
384,33116,2015-01-07,Mobile,Female,New
385,72059,2015-04-16,Mobile,Female,Returning
386,601691,2015-01-31,Mobile,Female,Returning
387,603715,2015-03-21,Desktop,Male,New
388,511661,2015-04-05,Mobile,Female,New
389,178144,2015-04-01,Desktop,Male,New
390,33024,2015-04-05,Desktop,Male,Returning
391,119588,2015-04-30,Desktop,Male,New
392,833489,2015-04-27,Mobile,Female,New
393,999919,2015-04-24,Mobile,Male,New
394,505736,2015-04-27,Desktop,Female,New
395,1850,2015-04-15,Mobile,Male,New
396,960801,2015-01-13,Mobile,Male,New
397,449667,2015-03-31,Desktop,Male,New
398,838941,2015-04-08,Mobile,Male,Returning
399,125918,2015-03-14,Mobile,Female,New
400,587135,2015-01-26,Mobile,Female,New
401,522761,2015-04-20,Mobile,Female,Returning
402,638114,2015-01-09,Mobile,Female,New
403,809713,2015-03-21,Desktop,Female,Returning
404,856569,2015-01-29,Desktop,Female,Returning
405,385867,2015-01-22,Mobile,Male,Returning
406,109254,2015-03-08,Mobile,Male,New
407,136478,2015-04-24,Desktop,Female,Returning
408,68010,2015-02-16,Desktop,Male,New
409,299821,2015-03-13,Desktop,Female,New
410,69703,2015-02-23,Mobile,Female,New
411,571080,2015-02-06,Mobile,Male,New
412,581956,2015-02-25,Mobile,Male,New
413,538422,2015-02-05,Desktop,Male,New
414,234850,2015-01-22,Desktop,Male,Returning
415,514968,2015-04-01,Mobile,Male,New
416,329250,2015-02-07,Desktop,Male,Returning
417,842337,2015-02-23,Desktop,Female,New
418,614645,2015-04-27,Desktop,Male,Returning
419,321738,2015-03-04,Mobile,Male,Returning
420,441049,2015-01-25,Desktop,Female,Returning
421,344758,2015-04-14,Desktop,Female,New
422,38228,2015-03-08,Desktop,Female,New
423,767828,2015-01-08,Desktop,Female,Returning
424,490018,2015-02-16,Mobile,Female,New
425,748038,2015-01-10,Desktop,Female,New
426,359974,2015-02-01,Desktop,Male,New
427,74853,2015-03-13,Desktop,Male,New
428,760535,2015-02-09,Mobile,Female,New
429,251790,2015-03-10,Desktop,Female,Returning
430,231382,2015-02-26,Mobile,Female,Returning
431,327213,2015-01-14,Desktop,Male,New
432,735003,2015-01-02,Desktop,Female,Returning
433,396609,2015-01-19,Mobile,Male,New
434,741537,2015-03-12,Desktop,Male,Returning
435,150848,2015-02-17,Mobile,Female,New
436,318814,2015-01-09,Desktop,Male,Returning
437,52926,2015-02-21,Desktop,Female,New
438,425712,2015-03-27,Desktop,Female,Returning
439,435151,2015-03-10,Desktop,Female,Returning
440,361644,2015-04-13,Desktop,Female,New
441,403748,2015-04-25,Mobile,Female,New
442,667530,2015-02-02,Mobile,Female,Returning
443,334242,2015-03-23,Desktop,Female,New
444,33980,2015-03-22,Desktop,Female,Returning
445,263034,2015-04-05,Mobile,Female,Returning
446,40068,2015-01-02,Desktop,Male,New
447,545961,2015-02-02,Mobile,Female,New
448,717951,2015-01-12,Mobile,Female,New
449,354377,2015-02-23,Desktop,Female,New
450,967033,2015-03-08,Mobile,Female,New
451,19707,2015-04-24,Mobile,Male,New
452,782372,2015-02-05,Desktop,Male,Returning
453,767940,2015-03-03,Desktop,Male,Returning
454,87804,2015-03-13,Mobile,Male,Returning
455,383218,2015-01-08,Desktop,Male,New
456,979913,2015-03-24,Desktop,Male,Returning
457,333429,2015-04-15,Desktop,Male,New
458,234387,2015-03-25,Desktop,Male,Returning
459,718625,2015-04-01,Desktop,Male,Returning
460,403460,2015-04-01,Desktop,Female,New
461,296161,2015-04-28,Desktop,Female,New
462,115359,2015-03-30,Desktop,Male,New
463,38550,2015-03-03,Desktop,Male,New
464,641863,2015-04-23,Desktop,Female,New
465,885491,2015-04-01,Desktop,Female,Returning
466,942329,2015-01-10,Mobile,Female,New
467,435079,2015-03-15,Desktop,Female,New
468,659630,2015-04-25,Desktop,Female,New
469,32117,2015-02-15,Mobile,Male,New
470,753796,2015-03-19,Desktop,Male,Returning
471,701669,2015-04-03,Desktop,Male,New
472,619293,2015-02-12,Desktop,Female,New
473,517829,2015-04-03,Desktop,Male,Returning
474,514675,2015-04-14,Desktop,Male,New
475,131793,2015-03-31,Desktop,Male,New
476,756068,2015-01-10,Mobile,Male,New
477,187412,2015-02-14,Mobile,Female,New
478,580368,2015-02-21,Desktop,Male,Returning
479,353265,2015-02-10,Desktop,Male,New
480,121069,2015-01-05,Mobile,Female,Returning
481,66337,2015-02-10,Mobile,Male,New
482,876424,2015-04-23,Mobile,Male,New
483,70627,2015-03-01,Desktop,Male,Returning
484,355059,2015-02-13,Mobile,Male,New
485,605467,2015-01-20,Desktop,Male,Returning
486,183648,2015-03-26,Desktop,Female,New
487,127688,2015-01-04,Desktop,Male,New
488,583730,2015-04-12,Desktop,Female,New
489,111537,2015-02-03,Desktop,Male,Returning
490,745107,2015-04-13,Mobile,Male,Returning
491,593552,2015-01-29,Mobile,Female,New
492,219860,2015-02-14,Desktop,Male,Returning
493,28445,2015-04-28,Desktop,Male,New
494,438317,2015-04-22,Desktop,Male,New
495,539011,2015-03-11,Mobile,Male,Returning
496,344997,2015-02-01,Desktop,Male,New
497,777191,2015-03-21,Desktop,Male,New
498,984688,2015-04-27,Mobile,Male,New
499,163713,2015-01-26,Mobile,Male,New
500,927412,2015-01-19,Desktop,Female,Returning
501,520437,2015-04-16,Desktop,Female,New
502,692287,2015-02-16,Desktop,Male,New
503,161703,2015-02-11,Desktop,Male,New
504,991463,2015-02-18,Mobile,Male,Returning
505,410921,2015-04-27,Mobile,Male,Returning
506,91327,2015-01-11,Desktop,Female,New
507,861358,2015-03-29,Mobile,Female,Returning
508,743446,2015-03-01,Mobile,Female,New
509,401984,2015-01-14,Mobile,Male,New
510,778210,2015-01-20,Mobile,Male,New
511,989890,2015-04-03,Mobile,Male,Returning
512,16073,2015-02-25,Desktop,Female,Returning
513,309382,2015-03-17,Desktop,Male,Returning
514,961252,2015-03-17,Mobile,Female,New
515,728496,2015-04-15,Desktop,Female,New
516,101813,2015-02-26,Mobile,Female,New
517,286819,2015-03-18,Mobile,Male,New
518,814475,2015-03-16,Mobile,Male,Returning
519,443876,2015-04-30,Desktop,Male,Returning
520,285006,2015-03-08,Desktop,Male,New
521,524399,2015-02-15,Mobile,Male,Returning
522,373583,2015-03-12,Desktop,Male,New
523,586581,2015-02-03,Desktop,Male,New
524,198671,2015-01-09,Desktop,Female,New
525,920820,2015-02-19,Mobile,Female,New
526,363839,2015-02-13,Mobile,Male,New
527,51583,2015-01-06,Mobile,Male,Returning
528,548807,2015-01-02,Desktop,Male,New
529,853925,2015-01-02,Mobile,Female,Returning
530,117492,2015-01-22,Desktop,Male,New
531,360677,2015-04-03,Desktop,Female,Returning
532,959412,2015-04-02,Desktop,Male,New
533,152558,2015-02-05,Desktop,Male,Returning
534,469165,2015-02-13,Mobile,Male,Returning
535,472216,2015-02-02,Desktop,Female,Returning
536,633042,2015-04-06,Mobile,Male,New
537,284836,2015-01-12,Mobile,Female,New
538,198489,2015-01-08,Mobile,Female,New
539,598699,2015-04-18,Desktop,Male,New
540,75443,2015-02-12,Mobile,Female,New
541,856826,2015-01-14,Desktop,Male,Returning
542,629115,2015-01-22,Desktop,Male,Returning
543,680489,2015-02-10,Desktop,Male,New
544,675430,2015-04-21,Mobile,Male,New
545,402435,2015-03-06,Desktop,Male,New
546,448996,2015-01-23,Desktop,Male,Returning
547,237248,2015-04-05,Mobile,Male,New
548,528107,2015-04-29,Mobile,Male,Returning
549,163444,2015-03-31,Mobile,Male,New
550,402590,2015-03-31,Desktop,Male,New
551,984352,2015-02-11,Mobile,Male,Returning
552,922508,2015-01-20,Desktop,Male,New
553,13248,2015-04-06,Mobile,Male,New
554,234705,2015-03-09,Desktop,Male,New
555,309147,2015-01-22,Desktop,Male,New
556,693690,2015-01-18,Mobile,Female,New
557,312774,2015-04-18,Mobile,Male,New
558,672795,2015-03-26,Mobile,Female,Returning
559,440031,2015-03-31,Desktop,Female,New
560,980266,2015-01-20,Mobile,Female,Returning
561,437059,2015-01-04,Desktop,Male,New
562,726439,2015-04-06,Desktop,Male,New
563,50866,2015-01-23,Desktop,Male,Returning
564,912691,2015-03-01,Mobile,Male,New
565,177527,2015-01-15,Desktop,Female,New
566,932426,2015-02-28,Mobile,Female,New
567,659006,2015-01-31,Mobile,Male,Returning
568,592358,2015-03-16,Desktop,Female,New
569,372793,2015-02-22,Desktop,Female,Returning
570,516124,2015-01-13,Mobile,Male,Returning
571,967969,2015-02-12,Mobile,Male,New
572,410338,2015-01-04,Desktop,Female,New
573,392644,2015-03-08,Mobile,Male,New
574,39653,2015-03-06,Desktop,Male,New
575,662175,2015-03-27,Desktop,Female,New
576,921641,2015-04-01,Desktop,Female,New
577,749661,2015-02-21,Desktop,Female,New
578,484610,2015-03-27,Desktop,Male,New
579,651850,2015-02-19,Desktop,Female,New
580,587892,2015-01-01,Desktop,Female,New
581,565147,2015-03-02,Desktop,Female,New
582,800964,2015-03-03,Mobile,Female,Returning
583,802861,2015-03-04,Desktop,Female,New
584,95221,2015-01-12,Desktop,Female,Returning
585,676962,2015-04-16,Desktop,Male,New
586,334941,2015-04-25,Desktop,Female,New
587,227719,2015-02-07,Desktop,Female,Returning
588,753221,2015-02-20,Desktop,Male,New
589,276261,2015-04-20,Mobile,Male,New
590,11026,2015-01-20,Desktop,Male,Returning
591,384505,2015-01-27,Desktop,Male,New
592,133089,2015-03-10,Desktop,Male,New
593,119643,2015-04-12,Desktop,Male,New
594,148157,2015-04-29,Mobile,Female,Returning
595,664526,2015-02-11,Mobile,Male,New
596,577515,2015-01-28,Desktop,Male,New
597,582219,2015-01-04,Desktop,Female,Returning
598,670302,2015-04-14,Mobile,Female,New
599,663898,2015-01-26,Desktop,Female,Returning
600,87566,2015-01-22,Mobile,Male,New
601,365697,2015-01-06,Desktop,Female,New
602,813996,2015-03-20,Desktop,Male,Returning
603,429546,2015-01-11,Desktop,Female,Returning
604,514144,2015-01-11,Desktop,Female,Returning
605,198768,2015-02-20,Desktop,Female,New
606,392569,2015-04-26,Desktop,Male,Returning
607,222495,2015-04-26,Desktop,Female,New
608,726256,2015-02-21,Mobile,Female,Returning
609,482695,2015-01-25,Desktop,Female,New
610,700072,2015-03-16,Desktop,Female,Returning
611,278804,2015-03-25,Desktop,Male,New
612,610022,2015-03-04,Mobile,Female,New
613,114427,2015-01-07,Desktop,Female,Returning
614,898604,2015-01-15,Desktop,Female,New
